iso,name
MP,หมู่เกาะนอร์เทิร์นมาเรียนา
VG,หมู่เกาะบริติชเวอร์จิน
FK,หมู่เกาะฟอล์กแลนด์
MH,หมู่เกาะมาร์แชลล์
VI,หมู่เกาะยูเอสเวอร์จิน
UM,หมู่เกาะสหรัฐไมเนอร์เอาต์ไลอิง
KY,หมู่เกาะเคย์แมน
TC,หมู่เกาะเติกส์และหมู่เกาะเคคอส
FO,หมู่เกาะแฟโร
CC,หมู่เกาะโคโคส
SB,หมู่เกาะโซโลมอน
AX,หมู่เกาะโอลันด์
AT,ออสเตรีย
AU,ออสเตรเลีย
AD,อันดอร์รา
AF,อัฟกานิสถาน
AW,อารูบา
AR,อาร์เจนตินา
AM,อาร์เมเนีย
AZ,อาเซอร์ไบจาน
IT,อิตาลี
IN,อินเดีย
ID,อินโดนีเซีย
IQ,อิรัก
IL,อิสราเอล
IR,อิหร่าน
GQ,อิเควทอเรียลกินี
EG,อียิปต์
UZ,อุซเบกิสถาน
UY,อุรุกวัย
AS,อเมริกันซามัว
HN,ฮอนดูรัส
HU,ฮังการี
HK,"ฮ่องกง เขตปกครองพิเศษประเทศจีน"
GD,เกรเนดา
KP,เกาหลีเหนือ
KR,เกาหลีใต้
CX,เกาะคริสต์มาส
NF,เกาะนอร์ฟอล์ก
BV,เกาะบูเวต
GS,เกาะเซาท์จอร์เจียและหมู่เกาะเซาท์แซนด์วิช
HM,เกาะเฮิร์ดและหมู่เกาะแมกดอนัลด์
IM,เกาะแมน
GG,เกิร์นซีย์
KE,เคนยา
CV,เคปเวิร์ด
JE,เจอร์ซีย์
KN,เซนต์คิตส์และเนวิส
BL,เซนต์บาร์เธเลมี
MF,เซนต์มาติน
LC,เซนต์ลูเซีย
VC,เซนต์วินเซนต์และเกรนาดีนส์
SH,เซนต์เฮเลนา
RS,เซอร์เบีย
CS,เซอร์เบียและมอนเตเนโกร
ST,เซาตูเมและปรินซิปี
SL,เซียร์ราลีโอน
SC,เซเชลส์
SN,เซเนกัล
DK,เดนมาร์ก
TM,เติร์กเมนิสถาน
NP,เนปาล
NL,เนเธอร์แลนด์
AN,เนเธอร์แลนด์แอนทิลลิส
BJ,เบนิน
BY,เบลารุส
BZ,เบลีซ
BE,เบลเยียม
BM,เบอร์มิวดา
PE,เปรู
PR,เปอร์โตริโก
GF,เฟรนช์เกียนา
TF,เฟรนช์เซาเทิร์นเทร์ริทอรีส์
PF,เฟรนช์โปลินีเซีย
MX,เม็กซิโก
DE,เยอรมนี
YE,เยเมน
RE,เรอูนียง
LB,เลบานอน
LS,เลโซโท
VN,เวียดนาม
VE,เวเนซุเอลา
EC,เอกวาดอร์
ET,เอธิโอเปีย
ER,เอริเทรีย
SV,เอลซัลวาดอร์
EE,เอสโตเนีย
HT,เฮติ
GM,แกมเบีย
CA,แคนาดา
CM,แคเมอรูน
PM,แซงปีแยร์และมีเกอลง
ZM,แซมเบีย
TZ,แทนซาเนีย
AI,แองกวิลลา
AO,แองโกลา
AQ,แอนตาร์กติกา
AG,แอนติกาและบาร์บูดา
ZA,แอฟริกาใต้
DZ,แอลจีเรีย
AL,แอลเบเนีย
HR,โครเอเชีย
CO,โคลอมเบีย
SO,โซมาเลีย
DM,โดมินิกา
TK,โตเกเลา
TG,โตโก
BO,โบลิเวีย
PT,โปรตุเกส
PL,โปแลนด์
MZ,โมซัมบิก
MC,โมนาโก
MA,โมร็อกโก
RO,โรมาเนีย
OM,โอมาน
CY,ไซปรัส
TW,ไต้หวัน
TH,ไทย
NG,ไนจีเรีย
NE,ไนเจอร์
FM,ไมโครนีเซีย
ZZ,ไม่ทราบ
LR,ไลบีเรีย
IS,ไอซ์แลนด์
IE,ไอร์แลนด์
CI,ไอวอรี่โคสต์
