iso,name
FJ,ഫിജി
FI,ഫിന്‍ലാന്‍ഡ്
PH,ഫിലിപ്പൈന്‍സ്
GF,"ഫ്രഞ്ച് ഗയാന"
TF,"ഫ്രഞ്ച് ദക്ഷിണ ഭൂപ്രദേശം"
PF,"ഫ്രഞ്ച് പോളിനേഷ്യ"
FR,ഫ്രാന്‍സ്
BD,ബംഗ്ലാദേശ്
BM,ബര്‍മുഡ
BG,ബള്‍ഗേറിയ
BS,ബഹാമാസ്
BH,ബഹ്റൈന്‍
BB,ബാര്‍ബഡോസ്
BF,"ബുര്‍ക്കിനാ ഫാസോ"
BI,ബുറുണ്ടി
BJ,ബെനിന്‍
BY,ബെലറൂസ്
BZ,ബെലീസ്
BE,ബെല്‍ജിയം
BO,ബൊളീവിയ
BW,ബോട്സ്വാന
BA,"ബോസ്നിയയും ഹെര്‍സഗോവിനയും"
BR,ബ്രസീല്‍
GB,ബ്രിട്ടന്‍
IO,"ബ്രിട്ടീഷ് ഇന്ത്യന്‍ മഹാസമുദ്ര പ്രദേശം"
VG,"ബ്രിട്ടീഷ് വിര്‍ജിന്‍ ദ്വീപുകള്‍"
BN,ബ്രൂണൈ
BV,"ബൗവെറ്റ് ദ്വീപ്"
BT,ഭൂട്ടാന്‍
MN,മംഗോളിയ
MO,"മക്കാവോ SAR ചൈന"
MG,മഡഗാസ്കര്‍
YT,മയോട്ട്
MW,മലാവി
MY,മലേഷ്യ
MD,മള്‍ഡോവ
MQ,മാര്‍ട്ടീനിക്
MH,"മാര്‍ഷല്‍‍‍ ദ്വീപുകള്‍"
ML,മാലി
MV,മാലിദ്വീപ്
MT,മാള്‍ട്ട
MK,മാസിഡോണിയ
MX,മെക്സിക്കോ
FM,മൈക്രോനേഷ്യ
MC,മൊണോക്കൊ
MA,മൊറോക്കൊ
MZ,മൊസാംബിക്ക്
ME,മോണ്ടേനേഗ്രോ
MS,മോണ്ട്സെറാറ്റ്
MM,മ്യാന്‍മാര്‍
MR,മൗറിറ്റാനിയ
MU,മൗറീഷ്യസ്
YE,യമന്‍
VI,"യു.എസ്. വെര്‍ജിന്‍ ദ്വീപുകള്‍"
UM,"യുണൈറ്റഡ് സ്റ്റേറ്റ്സും ചെറിയ പുറംദ്വീപുകളും"
RU,റഷ്യ
RE,റീയൂണിയന്‍
RO,റുമേനിയ
RW,റുവാണ്ട
LU,ലക്സംബര്‍ഗ്
LB,ലബനോണ്‍
LV,ലാത്വിയ
LA,ലാവോസ്
LT,ലിത്വാനിയ
LY,ലിബിയ
LS,ലെസോത്തോ
LI,ലൈച്ടെസ്റ്റിന്‍
LR,ലൈബീരിയ
VA,വത്തിക്കാന്‍
VU,വന്വാത്തു
WF,"വാലിസ് ആന്‍ഡ് ഫ്യുചൂന"
VN,വിയറ്റ്നാം
VE,വെനിസ്വേല
LK,ശ്രീലങ്ക
AE,"സംയുക്ത അറബ് രാഷ്ട്രം"
ZM,സാംബിയ
SM,"സാന്‍ മറിനോ"
WS,സാമോവ
ST,"സാവോ റ്റമെ ആന്‍ഡ് പ്രിന്‍സിപ്പി"
SG,സിംഗപ്പുര്‍
ZW,സിംബാബ്വേ
SL,"സിയേറാ ലിയോണ്‍"
SY,സിറിയ
SD,സുഡാന്‍
SR,സുറിനാം
SN,സെനഗല്‍
CF,"സെന്‍ട്രല്‍ ആഫ്രിക്കന്‍ റിപ്പബ്ലിക്"
PM,"സെന്‍റ് പിറേയും മിക്വലണും"
BL,"സെന്‍റ് ബാര്‍ത്തെല്‍മി"
MF,"സെന്‍റ് മാര്‍ട്ടിന്‍"
LC,"സെന്‍റ് ലൂസിയ"
VC,"സെന്‍റ് വിന്‍സന്‍റും ഗ്രനഡൈന്‍സും"
SH,"സെന്‍റ് ഹെലീന"
KN,"സെയ്ന്‍റ് കിറ്റ്സും നെവിസും"
SC,സെയ്ഷെല്‍സ്
RS,സെര്‍ബിയ
CS,"സെര്‍ബിയയും മോണ്ടനേഗ്രോയും"
CY,സൈപ്രസ്സ്
SO,സോമാലിയ
SB,"സോളമന്‍‍ ദ്വീപുകള്‍"
ES,സ്പെയിന്‍
SK,സ്ലോവാക്യ
SI,സ്ലോവേനിയ
SJ,"സ്വാല്‍ബാഡും ജാന്‍ മായേനും"
SZ,സ്വാസിലാന്‍റ്
CH,സ്വിറ്റ്സര്‍ലാന്‍ഡ്
SE,സ്വീഡന്‍
SA,"സൗദി അറേബ്യ"
HU,ഹംഗറി
HM,"ഹിയേര്‍ഡ് ദ്വീപും മക്ഡൊണാള്ഡ് ദ്വീപുകളും"
HT,ഹെയ്തി
HK,"ഹോങ് കോങ് എസ്.ഏ.ആര്‍. ചൈന"
HN,ഹോണ്ടുറാസ്
